,NM_UF_IES_ORIGEM,AN_INICIO,AN_FIM,NM_NIVEL,NM_GRANDE_AREA,NM_PROGRAMA,ID_PROCESSO,NM_IES_ORIGEM_PRINCIPAL_DA,NM_IES_ESTUDO_PRINCIPAL_DA
2226,MINAS GERAIS,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,2261-09-0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDAD DE ALCALÁ
2227,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9082-11-5,UNIVERSIDADE NOVE DE JULHO,COLUMBIA UNIVERSITY
2228,MINAS GERAIS,2011,2012,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,1505-11-4,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITY OF FLORIDA
2229,BAHIA,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4102-09-6,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UNIVERSIDADE DE ÉVORA
2230,ESPÍRITO SANTO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4405-08-0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UNIVERSITAT AUTÒNOMA DE BARCELONA
2231,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0125-12-1,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSITÉ DE RENNES I
2232,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0125-12-1,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSITÉ DE RENNES I
2233,MINAS GERAIS,2011,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),5513-11-1,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITÉ DE BOURGOGNE
2234,MINAS GERAIS,2011,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),5513-11-1,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITÉ DE BOURGOGNE
2235,PARANÁ,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3854-08-6,UNIVERSIDADE FEDERAL DO PARANÁ,SIMON FRASER UNIVERSITY
2236,BAHIA,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPG-BA - CENTROS ASSOCIADOS DA PÓS-GRADUAÇÃO BRASIL -ARGENTINA,11186-12-7,UNIVERSIDADE DO ESTADO DA BAHIA,UNIVERSIDAD NACIONAL DE LANÚS
2237,SÃO PAULO,2012,2013,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1150055,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE ESTADUAL DE CAMPINAS
2238,BAHIA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAFP-BA - CENTROS ASSOCIADOS PARA O FORTALECIMENTO DA PÓS-GRADUAÇÃO BRASIL - ARGENTINA,3404-11-0,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UNIVERSIDAD NACIONAL DEL LITORAL
2239,,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5245-09-5,FUNDAÇÃO DO DESENVOLVIMENTO ADMINISTRATIVOS (ESCOLA DE GOVERNO E ADMINISTRAÇÃO PÚBLICA),UNIVERSIDADE DO MINHO
2240,PARANÁ,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PROGRAMAS ESTRATÉGICOS,5227-10-0,UNIVERSIDADE ESTADUAL DE MARINGÁ,UNIVERSITÉ GRENOBLE ALPES
2241,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3405-10-9,UNIVERSIDADE DE SÃO PAULO,UNIVERSITÄT BONN
2242,SÃO PAULO,2009,2010,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0116-09-2,UNIVERSIDADE ESTADUAL DE CAMPINAS,"UNIVERSITÀ DEGLI STUDI DI ROMA ""TOR VERGATA"""
2243,PARANÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3254-12-7,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSIDAD DE MURCIA
2244,PARANÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3254-12-7,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSIDAD DE MURCIA
2245,MINAS GERAIS,2010,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1165-10-0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,UNIVERSITÄT ZU KÖLN
2246,,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4110-09-9,MARTORELLI E GOUVEIA ADVOGADOS,HARVARD UNIVERSITY
2247,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4088-11-5,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UNIVERSITÉ PARIS NORD - PARIS XIII
2248,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4088-11-5,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UNIVERSITÉ PARIS NORD - PARIS XIII
2249,RIO GRANDE DO NORTE,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0924-09-1,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSITÉ MONTPELLIER II
2250,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),12345-12-1,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE DO MINHO
2251,BAHIA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),12345-12-1,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE DO MINHO
2252,KANSAS,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/UDELAR - PROJETOS,13723-12-0,KANSAS STATE UNIVERSITY,UNIVERSIDAD DE LA REPÚBLICA URUGUAY
2253,SANTA CATARINA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9075-11-9,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDAD DE SEVILLA
2254,SANTA CATARINA,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9075-11-9,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDAD DE SEVILLA
2255,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4058-11-9,UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),UNIVERSITY OF CALIFORNIA - SYSTEM
2256,DISTRITO FEDERAL,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,MECD ESPANHA,3002-09-8,UNIVERSIDADE DE BRASÍLIA,UNIVERSIDAD DE NAVARRA
2257,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),5686-11-3,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE DE LISBOA
2258,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),5686-11-3,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE DE LISBOA
2259,MINAS GERAIS,2012,2013,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1163078,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSIDADE FEDERAL DE OURO PRETO
2260,MINAS GERAIS,2009,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1831-09-7,UNIVERSIDADE FEDERAL DE MINAS GERAIS,SYDDANSK UNIVERSITET
2261,CEARÁ,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1031-09-0,UNIVERSIDADE FEDERAL DO CEARÁ,UNIVERSITY OF CALIFORNIA - SYSTEM
2262,SANTA CATARINA,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0461-10-5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSITY OF ILLINOIS
2263,PARÁ,2010,2010,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,5401-09-7,UNIVERSIDADE FEDERAL DO PARÁ,UNIVERSIDAD DE ALCALÁ
2264,RIO GRANDE DO NORTE,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,STIC AMSUD - COOPERAÇÃO EM CIÊNCIA E TECNOLOGIA DA INFORMAÇÃO E DA COMUNICAÇÃO FRANÇA - AMÉRICA DO SUL - CAPES/CDEFI,4113-11-0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSITÉ D'ORLÉANS
2265,RIO GRANDE DO NORTE,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,STIC AMSUD - COOPERAÇÃO EM CIÊNCIA E TECNOLOGIA DA INFORMAÇÃO E DA COMUNICAÇÃO FRANÇA - AMÉRICA DO SUL - CAPES/CDEFI,4113-11-0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSITÉ D'ORLÉANS
2266,MINAS GERAIS,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1399-11-0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITY OF CALIFORNIA - SYSTEM
2267,ESPÍRITO SANTO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),2041-11-1,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,INSTITUTO DE INVESTIGAÇÃO CIENTÍFICA TROPICAL
2268,ESPÍRITO SANTO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),2041-11-1,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,INSTITUTO DE INVESTIGAÇÃO CIENTÍFICA TROPICAL
2269,RORAIMA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4005-10-4,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,KANSAS STATE UNIVERSITY
2270,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,5067-11-1,UNIVERSIDADE FEDERAL FLUMINENSE,HUMBOLDT-UNIVERSITAT ZU BERLIN
2271,SANTA CATARINA,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4244-10-9,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDADE DO MINHO
2272,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4183-09-6,UNIVERSIDADE DE SÃO PAULO (RIBEIRÃO PRETO),UNIVERSITÉ DU QUÉBEC
2273,MINAS GERAIS,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4053-11-7,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
2274,MINAS GERAIS,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4053-11-7,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
2275,MINAS GERAIS,2009,2010,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0925-09-8,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
2276,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4056-11-6,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSIDADE DE COIMBRA
2277,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4056-11-6,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UNIVERSIDADE DE COIMBRA
2278,RIO DE JANEIRO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4474-08-2,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,AUSTRALIAN WATER QUALITY CENTRE
2279,PARANÁ,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1489-11-9,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITÉ LUMIÈRE LYON 2
2280,PARANÁ,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1489-11-9,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITÉ LUMIÈRE LYON 2
2281,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1838-11-3,UNIVERSIDADE DE BRASÍLIA,UNIVERSIDADE DE LISBOA
2282,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1838-11-3,UNIVERSIDADE DE BRASÍLIA,UNIVERSIDADE DE LISBOA
2283,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),9694-11-0,UNIVERSIDADE DE SÃO PAULO,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE CLERMONT-FERRAND
2284,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),9694-11-0,UNIVERSIDADE DE SÃO PAULO,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE CLERMONT-FERRAND
2285,BAHIA,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES-ICCTI,5037-09-3,UNIVERSIDADE FEDERAL DA BAHIA,INSTITUTO GULBENKIAN DE CIÊNCIA
2286,RIO GRANDE DO SUL,2012,2015,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1166476,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
2287,SÃO PAULO,2010,2010,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PROFESSOR/PESQUISADOR VISITANTE NOS ESTADOS UNIDOS - CAPES/FULBRIGHT,2998-09-2,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSITY OF PITTSBURGH
2288,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5250-09-9,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSITY OF PITTSBURGH
2289,PARANÁ,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6948-10-3,UNIVERSIDADE FEDERAL DO PARANÁ,GENERALITAT VALENCIANA
2290,PARANÁ,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6948-10-3,UNIVERSIDADE FEDERAL DO PARANÁ,GENERALITAT VALENCIANA
2291,BAHIA,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/FUNDAÇÃO CAROLINA,3980-10-3,UNIVERSIDADE CATÓLICA DO SALVADOR,UNIVERSIDAD DE SALAMANCA
2292,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9070-11-7,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,BERNHARD-NOCHT-INSTITUT FÜR TROPENMEDIZIN
2293,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9070-11-7,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,BERNHARD-NOCHT-INSTITUT FÜR TROPENMEDIZIN
2294,SÃO PAULO,2012,2012,PÓS-DOUTORADO,,MES CUBA DOCENTE - CAPES/MES CUBA,1100907,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSIDADE ESTADUAL DE CAMPINAS
2295,RIO GRANDE DO SUL,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1331-10-8,UNIVERSIDADE FEDERAL DE SANTA MARIA,MCMASTER UNIVERSITY
2296,RIO DE JANEIRO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES-ICCTI,4284-09-7,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,UNIVERSIDADE DE LISBOA
2297,SÃO PAULO,2012,2019,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,LINGUÍSTICA E LITERATURA,99999.008889/2011-02,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,UNIVERSITY OF CALIFORNIA - SYSTEM
2298,RIO GRANDE DO NORTE,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3984-11-7,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDAD AUTÓNOMA DE MADRID
2299,RIO GRANDE DO NORTE,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3984-11-7,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDAD AUTÓNOMA DE MADRID
2300,MATO GROSSO,2010,2011,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,5252-09-1,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNIVERSITÉ SORBONNE NOUVELLE - PARIS III
2301,BAHIA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1513-11-7,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UNIVERSIDAD DE SALAMANCA
2302,BAHIA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1513-11-7,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UNIVERSIDAD DE SALAMANCA
2303,PARÁ,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,1166-10-7,UNIVERSIDADE FEDERAL DO PARÁ,UNIVERSIDADE DE LISBOA
2304,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/WBI (WALLONIE BRUXELLES INTERNATIONAL),6908-11-0,UNIVERSIDADE DE SÃO PAULO,UNIVERSITÉ DE MONS
2305,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/WBI (WALLONIE BRUXELLES INTERNATIONAL),6908-11-0,UNIVERSIDADE DE SÃO PAULO,UNIVERSITÉ DE MONS
2306,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3765-11-3,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITY OF TORONTO
2307,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3765-11-3,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITY OF TORONTO
2308,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3794-11-3,FUNDAÇÃO GETÚLIO VARGAS,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
2309,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,1178-11-3,UNIVERSIDADE DE BRASÍLIA,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
2310,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,1178-11-3,UNIVERSIDADE DE BRASÍLIA,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
2311,DISTRITO FEDERAL,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4184-09-2,UNIVERSIDADE DE BRASÍLIA,UNIVERSITY OF CAMBRIDGE
2312,RIO DE JANEIRO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3627-11-0,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,NATIONAL INSTITUTES OF HEALTH
2313,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4222-10-5,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDAD DE ZARAGOZA
2314,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,5334-10-1,FUNDAÇÃO GETÚLIO VARGAS,JUSTUS-LIEBIG-UNIVERSITÄT GIESSEN
2315,RIO DE JANEIRO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),2204-10-0,OBSERVATÓRIO NACIONAL,UNIVERSITÉ DE CAEN NORMANDIE
